unique_id,Date,residuals,IsHoliday,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5
10-14,2012-01-13,-556.1971875000017,0,B,medium,51.0,3.477,130.244,7.545,5203.77,14424.42,1.38,597.55,5659.57
10-14,2012-01-20,-933.6165624999994,0,B,medium,54.51,3.66,130.2792258,7.545,2972.31,3286.44,1.0,644.03,5331.52
10-14,2012-01-27,-1840.4609375,0,B,medium,53.59,3.675,130.3144516,7.545,3242.59,1646.86,0.0,45.8,1691.83
10-14,2012-02-03,743.142343749998,0,B,medium,56.85,3.543,130.3496774,7.545,42468.4,1985.73,174.33,33345.34,5609.77
10-14,2012-02-10,-175.1033593750035,1,B,medium,55.73,3.722,130.3849032,7.545,8414.22,861.38,66.96,6806.11,5723.0
10-14,2012-02-17,1307.6712499999994,0,B,medium,54.12,3.781,130.4546207,7.545,20174.89,8935.08,10.8,6330.02,12821.24
10-14,2012-02-24,611.8052343750023,0,B,medium,56.02,3.95,130.5502069,7.545,13929.09,4614.67,0.0,596.5,6528.31
10-14,2012-03-02,2219.4215624999997,0,B,medium,57.62,3.882,130.6457931,7.545,22685.06,152.91,48.76,5831.75,2808.95
10-14,2012-03-09,1972.9449218750015,0,B,medium,57.65,3.963,130.7413793,7.545,11265.62,7.9,14.95,919.45,2473.83
10-14,2012-03-16,1287.402109374998,0,B,medium,62.11,4.273,130.8261935,7.545,3977.45,-10.5,6.03,1928.5,2273.92
10-14,2012-03-23,2969.754140625002,0,B,medium,56.54,4.288,130.8966452,7.545,4034.35,3.1,4.08,480.89,2194.51
10-14,2012-03-30,-100.26484375000291,0,B,medium,67.92,4.294,130.9670968,7.545,7388.74,7.8,0.0,574.87,4035.49
10-14,2012-04-06,2679.779296875,0,B,medium,65.99,4.282,131.0375484,7.382,9256.0,0.0,23.74,4802.15,8553.67
10-14,2012-04-13,3119.410937499997,0,B,medium,70.28,4.254,131.108,7.382,7299.64,10818.3,27.47,3675.97,1148.04
10-14,2012-04-20,-295.2563281249968,0,B,medium,67.75,4.111,131.1173333,7.382,4973.95,4561.31,5.17,1953.72,3653.48
10-14,2012-04-27,-3247.2894531249985,0,B,medium,80.11,4.088,131.1266667,7.382,3444.43,1.5,3.39,124.18,2906.22
10-14,2012-05-04,556.7381250000035,0,B,medium,77.02,4.058,131.136,7.382,18275.88,0.0,21.31,4872.45,2722.29
10-14,2012-05-11,1936.0790625000009,0,B,medium,76.03,4.186,131.1453333,7.382,10837.25,0.0,105.67,4736.02,2747.36
10-14,2012-05-18,1629.4603124999994,0,B,medium,85.19,4.308,131.0983226,7.382,9630.62,0.0,9.46,972.85,2986.24
10-14,2012-05-25,-420.4340624999968,0,B,medium,86.03,4.127,131.0287742,7.382,7786.58,0.0,712.2,1701.28,3214.55
10-14,2012-06-01,-2296.065937500003,0,B,medium,80.06,4.277,130.9592258,7.382,11614.41,0.0,172.39,2945.55,1528.02
10-14,2012-06-08,1004.8984375,0,B,medium,86.87,4.103,130.8896774,7.382,7184.69,31.0,338.26,637.39,5399.57
10-14,2012-06-15,-960.6293749999968,0,B,medium,88.58,4.144,130.8295333,7.382,6017.71,18.8,41.99,2052.91,4250.19
10-14,2012-06-22,-11.151718749999418,0,B,medium,89.92,4.014,130.7929,7.382,7684.55,12.6,1.17,3375.65,7210.53
10-14,2012-06-29,-698.42578125,0,B,medium,91.36,3.875,130.7562667,7.382,3339.88,22.0,0.0,1119.45,3710.52
10-14,2012-07-06,1046.8648437500015,0,B,medium,86.87,3.666,130.7196333,7.17,12644.88,11.2,4.12,5763.56,4746.94
10-14,2012-07-13,-1717.2612500000032,0,B,medium,89.8,3.723,130.683,7.17,7069.25,5.0,0.32,8194.36,1372.82
10-14,2012-07-20,1395.2694531250017,0,B,medium,84.45,3.589,130.7012903,7.17,6596.8,-1.6,44.6,4275.27,10650.28
10-14,2012-07-27,-1776.255624999998,0,B,medium,83.98,3.769,130.7195806,7.17,9511.34,0.0,8.87,16376.33,3062.22
10-14,2012-08-03,-2369.295156250002,0,B,medium,84.76,3.595,130.737871,7.17,37194.44,0.0,53.4,21623.93,2549.27
10-14,2012-08-10,1909.6475781249974,0,B,medium,90.78,3.811,130.7561613,7.17,15282.47,0.0,58.8,5537.01,14827.71
10-14,2012-08-17,3691.730000000003,0,B,medium,88.83,4.002,130.7909677,7.17,4407.9,0.0,7.2,3037.56,3717.52
10-14,2012-08-24,-1602.4946875000023,0,B,medium,82.5,4.055,130.8381613,7.17,11322.69,0.0,34.0,6602.59,7256.22
10-14,2012-08-31,-2320.8035156250007,0,B,medium,86.97,3.886,130.8853548,7.17,26218.85,0.0,68.24,12440.51,3544.68
10-14,2012-09-07,817.5201562500006,1,B,medium,83.07,4.124,130.9325484,7.17,11848.88,20.0,47.52,3530.47,2552.3
10-14,2012-09-14,-1010.1946874999994,0,B,medium,78.47,3.966,130.9776667,7.17,10389.14,0.0,15.97,4943.53,7618.04
10-14,2012-09-21,1457.6114062499983,0,B,medium,81.93,4.125,131.0103333,7.17,11273.56,245.91,27.0,2976.5,7950.03
10-14,2012-09-28,-6147.232343750002,0,B,medium,82.52,3.966,131.043,7.17,6091.96,62.82,2.82,3350.88,1751.75
10-14,2012-10-05,153.77601562500058,0,B,medium,80.88,4.132,131.0756667,6.943,8975.95,0.0,46.24,9546.75,7186.77
10-14,2012-10-12,591.8035937500026,0,B,medium,76.03,4.468,131.1083333,6.943,2674.51,0.0,10.32,1390.15,8116.13
10-14,2012-10-19,3165.8927343749965,0,B,medium,72.71,4.449,131.1499677,6.943,3067.64,0.0,53.6,967.02,2705.58
10-16,2011-06-17,6883.1678125000035,0,B,medium,87.96,3.935,129.0432,8.494,0.0,0.0,0.0,0.0,0.0
10-16,2011-06-24,1537.054453124998,0,B,medium,90.69,3.807,129.0663,8.494,0.0,0.0,0.0,0.0,0.0
10-16,2011-07-01,3377.497343750001,0,B,medium,95.36,3.842,129.0894,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-07-08,2881.8052343750023,0,B,medium,88.57,3.793,129.1125,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-07-15,199.99960937500146,0,B,medium,86.01,3.779,129.1338387,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-07-22,947.6834375000035,0,B,medium,88.59,3.697,129.1507742,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-07-29,1781.4494531249984,0,B,medium,86.75,3.694,129.1677097,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-08-05,7890.074726562503,0,B,medium,89.8,3.803,129.1846452,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-08-12,3146.1849609374985,0,B,medium,85.61,3.794,129.2015806,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-08-19,3847.416015625,0,B,medium,87.4,3.743,129.2405806,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-08-26,1512.8003124999996,0,B,medium,91.59,3.663,129.2832581,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-09-02,2769.733124999999,0,B,medium,91.61,3.798,129.3259355,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-09-09,1195.916015625,1,B,medium,89.06,3.771,129.3686129,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-09-16,-803.7743750000009,0,B,medium,77.49,3.784,129.4306,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-09-23,2061.492070312499,0,B,medium,82.51,3.789,129.5183333,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-09-30,1500.5665625000001,0,B,medium,82.27,3.877,129.6060667,8.257,0.0,0.0,0.0,0.0,0.0
10-16,2011-10-07,889.3294531249994,0,B,medium,75.01,3.827,129.6938,7.874,0.0,0.0,0.0,0.0,0.0
10-16,2011-10-14,330.5032421875003,0,B,medium,70.27,3.698,129.7706452,7.874,0.0,0.0,0.0,0.0,0.0
10-16,2011-10-21,316.9976171875005,0,B,medium,77.91,3.842,129.7821613,7.874,0.0,0.0,0.0,0.0,0.0
10-16,2011-10-28,55.48445312500007,0,B,medium,72.79,3.843,129.7936774,7.874,0.0,0.0,0.0,0.0,0.0
10-16,2011-11-04,703.2284960937504,0,B,medium,68.57,3.828,129.8051935,7.874,0.0,0.0,0.0,0.0,0.0
10-16,2011-11-11,-156.4553906250003,0,B,medium,55.28,3.677,129.8167097,7.874,13444.17,14909.99,752.18,4320.22,5896.3
10-16,2011-11-18,642.9996484374997,0,B,medium,58.97,3.669,129.8268333,7.874,3886.23,708.7,115.18,695.54,9141.32
10-16,2011-11-25,1431.4509960937503,1,B,medium,60.68,3.76,129.8364,7.874,174.72,329.0,141630.61,79.0,1009.98
10-16,2011-12-02,1047.44685546875,0,B,medium,57.29,3.701,129.8459667,7.874,7772.17,240.0,4737.51,6615.5,36360.42
10-16,2011-12-09,403.5362402343753,0,B,medium,42.58,3.644,129.8555333,7.874,7010.08,74.24,1019.36,5124.86,9458.28
10-16,2011-12-16,395.79751953125015,0,B,medium,50.53,3.489,129.8980645,7.874,2200.27,337.44,1203.16,158.52,3475.95
10-16,2011-12-23,915.2567187499999,0,B,medium,48.36,3.541,129.9845484,7.874,300.02,77.73,2432.01,108.37,4078.21
10-16,2011-12-30,-751.7962792968747,1,B,medium,48.92,3.428,130.0710323,7.874,7676.36,104519.54,179.82,1573.87,3732.93
10-16,2012-01-06,-1560.6457812499993,0,B,medium,59.85,3.443,130.1575161,7.545,7737.75,38456.09,39.72,305.2,5408.08
10-16,2012-01-13,612.3120703125005,0,B,medium,51.0,3.477,130.244,7.545,5203.77,14424.42,1.38,597.55,5659.57
10-16,2012-01-20,-914.106328124999,0,B,medium,54.51,3.66,130.2792258,7.545,2972.31,3286.44,1.0,644.03,5331.52
10-16,2012-01-27,-341.2765624999993,0,B,medium,53.59,3.675,130.3144516,7.545,3242.59,1646.86,0.0,45.8,1691.83
10-16,2012-02-03,-62.251875000001746,0,B,medium,56.85,3.543,130.3496774,7.545,42468.4,1985.73,174.33,33345.34,5609.77
10-16,2012-02-10,482.27042968750175,1,B,medium,55.73,3.722,130.3849032,7.545,8414.22,861.38,66.96,6806.11,5723.0
10-16,2012-02-17,-3143.639374999999,0,B,medium,54.12,3.781,130.4546207,7.545,20174.89,8935.08,10.8,6330.02,12821.24
10-16,2012-02-24,-315.46875,0,B,medium,56.02,3.95,130.5502069,7.545,13929.09,4614.67,0.0,596.5,6528.31
10-16,2012-03-02,-2448.195781249997,0,B,medium,57.62,3.882,130.6457931,7.545,22685.06,152.91,48.76,5831.75,2808.95
10-16,2012-03-09,-3015.6468749999985,0,B,medium,57.65,3.963,130.7413793,7.545,11265.62,7.9,14.95,919.45,2473.83
10-16,2012-03-16,-1568.6048437499994,0,B,medium,62.11,4.273,130.8261935,7.545,3977.45,-10.5,6.03,1928.5,2273.92
10-16,2012-03-23,-5581.765703124998,0,B,medium,56.54,4.288,130.8966452,7.545,4034.35,3.1,4.08,480.89,2194.51
10-16,2012-03-30,-927.7813281249983,0,B,medium,67.92,4.294,130.9670968,7.545,7388.74,7.8,0.0,574.87,4035.49
10-16,2012-04-06,-918.342031250002,0,B,medium,65.99,4.282,131.0375484,7.382,9256.0,0.0,23.74,4802.15,8553.67
10-16,2012-04-13,-1414.3210156249988,0,B,medium,70.28,4.254,131.108,7.382,7299.64,10818.3,27.47,3675.97,1148.04
10-16,2012-04-20,-4234.084843750003,0,B,medium,67.75,4.111,131.1173333,7.382,4973.95,4561.31,5.17,1953.72,3653.48
10-16,2012-04-27,-1042.7947656250035,0,B,medium,80.11,4.088,131.1266667,7.382,3444.43,1.5,3.39,124.18,2906.22
10-16,2012-05-04,443.81484374999854,0,B,medium,77.02,4.058,131.136,7.382,18275.88,0.0,21.31,4872.45,2722.29
10-16,2012-05-11,75.36078124999767,0,B,medium,76.03,4.186,131.1453333,7.382,10837.25,0.0,105.67,4736.02,2747.36
10-16,2012-05-18,-3049.1517187499994,0,B,medium,85.19,4.308,131.0983226,7.382,9630.62,0.0,9.46,972.85,2986.24
10-16,2012-05-25,945.5267968749977,0,B,medium,86.03,4.127,131.0287742,7.382,7786.58,0.0,712.2,1701.28,3214.55
10-16,2012-06-01,2673.846484374997,0,B,medium,80.06,4.277,130.9592258,7.382,11614.41,0.0,172.39,2945.55,1528.02
10-16,2012-06-08,-518.0864062499968,0,B,medium,86.87,4.103,130.8896774,7.382,7184.69,31.0,338.26,637.39,5399.57
10-16,2012-06-15,2094.0467968750017,0,B,medium,88.58,4.144,130.8295333,7.382,6017.71,18.8,41.99,2052.91,4250.19
10-16,2012-06-22,2325.2182031249977,0,B,medium,89.92,4.014,130.7929,7.382,7684.55,12.6,1.17,3375.65,7210.53
10-16,2012-06-29,-867.9846875000003,0,B,medium,91.36,3.875,130.7562667,7.382,3339.88,22.0,0.0,1119.45,3710.52
10-16,2012-07-06,2531.405312499999,0,B,medium,86.87,3.666,130.7196333,7.17,12644.88,11.2,4.12,5763.56,4746.94
10-16,2012-07-13,1275.0108984374965,0,B,medium,89.8,3.723,130.683,7.17,7069.25,5.0,0.32,8194.36,1372.82
10-16,2012-07-20,208.5064062499987,0,B,medium,84.45,3.589,130.7012903,7.17,6596.8,-1.6,44.6,4275.27,10650.28
10-16,2012-07-27,438.2222265624987,0,B,medium,83.98,3.769,130.7195806,7.17,9511.34,0.0,8.87,16376.33,3062.22
10-16,2012-08-03,4708.4609375,0,B,medium,84.76,3.595,130.737871,7.17,37194.44,0.0,53.4,21623.93,2549.27
10-16,2012-08-10,4018.4293359375006,0,B,medium,90.78,3.811,130.7561613,7.17,15282.47,0.0,58.8,5537.01,14827.71
10-16,2012-08-17,1743.3931250000023,0,B,medium,88.83,4.002,130.7909677,7.17,4407.9,0.0,7.2,3037.56,3717.52
10-16,2012-08-24,2764.2302343750016,0,B,medium,82.5,4.055,130.8381613,7.17,11322.69,0.0,34.0,6602.59,7256.22
10-16,2012-08-31,943.1842968749988,0,B,medium,86.97,3.886,130.8853548,7.17,26218.85,0.0,68.24,12440.51,3544.68
10-16,2012-09-07,4524.168398437501,1,B,medium,83.07,4.124,130.9325484,7.17,11848.88,20.0,47.52,3530.47,2552.3
10-16,2012-09-14,-682.8325781249987,0,B,medium,78.47,3.966,130.9776667,7.17,10389.14,0.0,15.97,4943.53,7618.04
10-16,2012-09-21,864.4683593750015,0,B,medium,81.93,4.125,131.0103333,7.17,11273.56,245.91,27.0,2976.5,7950.03
10-16,2012-09-28,1168.7592578125004,0,B,medium,82.52,3.966,131.043,7.17,6091.96,62.82,2.82,3350.88,1751.75
10-16,2012-10-05,142.02671874999942,0,B,medium,80.88,4.132,131.0756667,6.943,8975.95,0.0,46.24,9546.75,7186.77
10-16,2012-10-12,-260.58414062500015,0,B,medium,76.03,4.468,131.1083333,6.943,2674.51,0.0,10.32,1390.15,8116.13
10-16,2012-10-19,1743.9632031250003,0,B,medium,72.71,4.449,131.1499677,6.943,3067.64,0.0,53.6,967.02,2705.58
10-2,2011-06-17,3597.3321874999965,0,B,medium,87.96,3.935,129.0432,8.494,0.0,0.0,0.0,0.0,0.0
10-2,2011-06-24,-4182.603437500002,0,B,medium,90.69,3.807,129.0663,8.494,0.0,0.0,0.0,0.0,0.0
10-2,2011-07-01,258.367499999993,0,B,medium,95.36,3.842,129.0894,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-07-08,-4095.7876562500023,0,B,medium,88.57,3.793,129.1125,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-07-15,-122.12937500000407,0,B,medium,86.01,3.779,129.1338387,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-07-22,-570.867499999993,0,B,medium,88.59,3.697,129.1507742,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-07-29,-4887.684531249994,0,B,medium,86.75,3.694,129.1677097,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-08-05,-4973.470156249998,0,B,medium,89.8,3.803,129.1846452,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-08-12,-2180.0703125,0,B,medium,85.61,3.794,129.2015806,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-08-19,4116.981406249994,0,B,medium,87.4,3.743,129.2405806,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-08-26,-337.5620312499959,0,B,medium,91.59,3.663,129.2832581,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-09-02,1953.4220312499965,0,B,medium,91.61,3.798,129.3259355,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-09-09,-506.8862499999959,1,B,medium,89.06,3.771,129.3686129,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-09-16,-920.4884374999965,0,B,medium,77.49,3.784,129.4306,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-09-23,178.47062500000175,0,B,medium,82.51,3.789,129.5183333,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-09-30,-1586.7331249999988,0,B,medium,82.27,3.877,129.6060667,8.257,0.0,0.0,0.0,0.0,0.0
10-2,2011-10-07,4569.986406249998,0,B,medium,75.01,3.827,129.6938,7.874,0.0,0.0,0.0,0.0,0.0
10-2,2011-10-14,-4727.201562500006,0,B,medium,70.27,3.698,129.7706452,7.874,0.0,0.0,0.0,0.0,0.0
10-2,2011-10-21,1043.0140625000058,0,B,medium,77.91,3.842,129.7821613,7.874,0.0,0.0,0.0,0.0,0.0
10-2,2011-10-28,-3893.0228124999994,0,B,medium,72.79,3.843,129.7936774,7.874,0.0,0.0,0.0,0.0,0.0
10-2,2011-11-04,5136.5584375000035,0,B,medium,68.57,3.828,129.8051935,7.874,0.0,0.0,0.0,0.0,0.0
10-2,2011-11-11,1328.9118750000052,0,B,medium,55.28,3.677,129.8167097,7.874,13444.17,14909.99,752.18,4320.22,5896.3
10-2,2011-11-18,-2565.7228124999965,0,B,medium,58.97,3.669,129.8268333,7.874,3886.23,708.7,115.18,695.54,9141.32
10-2,2011-11-25,-6813.479062500002,1,B,medium,60.68,3.76,129.8364,7.874,174.72,329.0,141630.61,79.0,1009.98
10-2,2011-12-02,-3943.8865625000035,0,B,medium,57.29,3.701,129.8459667,7.874,7772.17,240.0,4737.51,6615.5,36360.42
10-2,2011-12-09,-386.1576562499977,0,B,medium,42.58,3.644,129.8555333,7.874,7010.08,74.24,1019.36,5124.86,9458.28
10-2,2011-12-16,14053.028437500005,0,B,medium,50.53,3.489,129.8980645,7.874,2200.27,337.44,1203.16,158.52,3475.95
10-2,2011-12-23,52040.1328125,0,B,medium,48.36,3.541,129.9845484,7.874,300.02,77.73,2432.01,108.37,4078.21
10-2,2011-12-30,-8015.586249999993,1,B,medium,48.92,3.428,130.0710323,7.874,7676.36,104519.54,179.82,1573.87,3732.93
10-2,2012-01-06,-2675.3828125,0,B,medium,59.85,3.443,130.1575161,7.545,7737.75,38456.09,39.72,305.2,5408.08
10-2,2012-01-13,3076.176250000004,0,B,medium,51.0,3.477,130.244,7.545,5203.77,14424.42,1.38,597.55,5659.57
10-2,2012-01-20,-2846.905937500007,0,B,medium,54.51,3.66,130.2792258,7.545,2972.31,3286.44,1.0,644.03,5331.52
10-2,2012-01-27,-10816.484687499993,0,B,medium,53.59,3.675,130.3144516,7.545,3242.59,1646.86,0.0,45.8,1691.83
10-2,2012-02-03,-5009.437812499993,0,B,medium,56.85,3.543,130.3496774,7.545,42468.4,1985.73,174.33,33345.34,5609.77
10-2,2012-02-10,2042.9959375000035,1,B,medium,55.73,3.722,130.3849032,7.545,8414.22,861.38,66.96,6806.11,5723.0
10-2,2012-02-17,3059.933906249993,0,B,medium,54.12,3.781,130.4546207,7.545,20174.89,8935.08,10.8,6330.02,12821.24
10-2,2012-02-24,9173.645625000005,0,B,medium,56.02,3.95,130.5502069,7.545,13929.09,4614.67,0.0,596.5,6528.31
10-2,2012-03-02,-844.128593750007,0,B,medium,57.62,3.882,130.6457931,7.545,22685.06,152.91,48.76,5831.75,2808.95
10-2,2012-03-09,2562.8381249999948,0,B,medium,57.65,3.963,130.7413793,7.545,11265.62,7.9,14.95,919.45,2473.83
10-2,2012-03-16,-468.28734374999476,0,B,medium,62.11,4.273,130.8261935,7.545,3977.45,-10.5,6.03,1928.5,2273.92
10-2,2012-03-23,-2108.298437499994,0,B,medium,56.54,4.288,130.8966452,7.545,4034.35,3.1,4.08,480.89,2194.51
10-2,2012-03-30,-8086.416874999995,0,B,medium,67.92,4.294,130.9670968,7.545,7388.74,7.8,0.0,574.87,4035.49
10-2,2012-04-06,8292.191562499997,0,B,medium,65.99,4.282,131.0375484,7.382,9256.0,0.0,23.74,4802.15,8553.67
10-2,2012-04-13,-2088.8699999999953,0,B,medium,70.28,4.254,131.108,7.382,7299.64,10818.3,27.47,3675.97,1148.04
10-2,2012-04-20,-824.4537500000006,0,B,medium,67.75,4.111,131.1173333,7.382,4973.95,4561.31,5.17,1953.72,3653.48
10-2,2012-04-27,-7966.1365625000035,0,B,medium,80.11,4.088,131.1266667,7.382,3444.43,1.5,3.39,124.18,2906.22
10-2,2012-05-04,3153.9467187499977,0,B,medium,77.02,4.058,131.136,7.382,18275.88,0.0,21.31,4872.45,2722.29
10-2,2012-05-11,-5728.861250000002,0,B,medium,76.03,4.186,131.1453333,7.382,10837.25,0.0,105.67,4736.02,2747.36
10-2,2012-05-18,1148.4006249999948,0,B,medium,85.19,4.308,131.0983226,7.382,9630.62,0.0,9.46,972.85,2986.24
10-2,2012-05-25,-777.0165624999936,0,B,medium,86.03,4.127,131.0287742,7.382,7786.58,0.0,712.2,1701.28,3214.55
10-2,2012-06-01,-3123.0806250000023,0,B,medium,80.06,4.277,130.9592258,7.382,11614.41,0.0,172.39,2945.55,1528.02
10-2,2012-06-08,2605.4090624999953,0,B,medium,86.87,4.103,130.8896774,7.382,7184.69,31.0,338.26,637.39,5399.57
10-2,2012-06-15,3632.7482812499948,0,B,medium,88.58,4.144,130.8295333,7.382,6017.71,18.8,41.99,2052.91,4250.19
10-2,2012-06-22,-2284.928437499999,0,B,medium,89.92,4.014,130.7929,7.382,7684.55,12.6,1.17,3375.65,7210.53
10-2,2012-06-29,-91.03656249999767,0,B,medium,91.36,3.875,130.7562667,7.382,3339.88,22.0,0.0,1119.45,3710.52
10-2,2012-07-06,762.8042187499959,0,B,medium,86.87,3.666,130.7196333,7.17,12644.88,11.2,4.12,5763.56,4746.94
10-2,2012-07-13,-60.537031250001746,0,B,medium,89.8,3.723,130.683,7.17,7069.25,5.0,0.32,8194.36,1372.82
10-2,2012-07-20,5.486562499994761,0,B,medium,84.45,3.589,130.7012903,7.17,6596.8,-1.6,44.6,4275.27,10650.28
10-2,2012-07-27,-8136.530624999999,0,B,medium,83.98,3.769,130.7195806,7.17,9511.34,0.0,8.87,16376.33,3062.22
10-2,2012-08-03,-2120.5078125,0,B,medium,84.76,3.595,130.737871,7.17,37194.44,0.0,53.4,21623.93,2549.27
10-2,2012-08-10,-2332.0006250000006,0,B,medium,90.78,3.811,130.7561613,7.17,15282.47,0.0,58.8,5537.01,14827.71
10-2,2012-08-17,3639.371874999997,0,B,medium,88.83,4.002,130.7909677,7.17,4407.9,0.0,7.2,3037.56,3717.52
10-2,2012-08-24,-1749.000312499993,0,B,medium,82.5,4.055,130.8381613,7.17,11322.69,0.0,34.0,6602.59,7256.22
10-2,2012-08-31,-7752.953125,0,B,medium,86.97,3.886,130.8853548,7.17,26218.85,0.0,68.24,12440.51,3544.68
10-2,2012-09-07,1890.9240624999948,1,B,medium,83.07,4.124,130.9325484,7.17,11848.88,20.0,47.52,3530.47,2552.3
10-2,2012-09-14,-2759.5896875000035,0,B,medium,78.47,3.966,130.9776667,7.17,10389.14,0.0,15.97,4943.53,7618.04
10-2,2012-09-21,4815.03125,0,B,medium,81.93,4.125,131.0103333,7.17,11273.56,245.91,27.0,2976.5,7950.03
10-2,2012-09-28,-3554.960625000007,0,B,medium,82.52,3.966,131.043,7.17,6091.96,62.82,2.82,3350.88,1751.75
10-2,2012-10-05,1521.2978124999936,0,B,medium,80.88,4.132,131.0756667,6.943,8975.95,0.0,46.24,9546.75,7186.77
10-2,2012-10-12,-2905.5634374999936,0,B,medium,76.03,4.468,131.1083333,6.943,2674.51,0.0,10.32,1390.15,8116.13
10-2,2012-10-19,3028.1740624999948,0,B,medium,72.71,4.449,131.1499677,6.943,3067.64,0.0,53.6,967.02,2705.58
10-23,2011-06-17,1696.3693749999948,0,B,medium,87.96,3.935,129.0432,8.494,0.0,0.0,0.0,0.0,0.0
10-23,2011-06-24,396.19812499999534,0,B,medium,90.69,3.807,129.0663,8.494,0.0,0.0,0.0,0.0,0.0
10-23,2011-07-01,-821.6604687500003,0,B,medium,95.36,3.842,129.0894,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-07-08,-388.40359375000116,0,B,medium,88.57,3.793,129.1125,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-07-15,674.845937500002,0,B,medium,86.01,3.779,129.1338387,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-07-22,1528.988515625002,0,B,medium,88.59,3.697,129.1507742,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-07-29,181.5528906249965,0,B,medium,86.75,3.694,129.1677097,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-08-05,4642.113750000004,0,B,medium,89.8,3.803,129.1846452,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-08-12,7770.811718750003,0,B,medium,85.61,3.794,129.2015806,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-08-19,766.3343750000058,0,B,medium,87.4,3.743,129.2405806,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-08-26,4199.533125000002,0,B,medium,91.59,3.663,129.2832581,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-09-02,1153.7132812499985,0,B,medium,91.61,3.798,129.3259355,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-09-09,-1662.1932812500017,1,B,medium,89.06,3.771,129.3686129,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-09-16,508.5896875000035,0,B,medium,77.49,3.784,129.4306,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-09-23,-2789.3257812500015,0,B,medium,82.51,3.789,129.5183333,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-09-30,-3384.2200781249994,0,B,medium,82.27,3.877,129.6060667,8.257,0.0,0.0,0.0,0.0,0.0
10-23,2011-10-07,-1652.8930468749968,0,B,medium,75.01,3.827,129.6938,7.874,0.0,0.0,0.0,0.0,0.0
10-23,2011-10-14,-6082.6382812500015,0,B,medium,70.27,3.698,129.7706452,7.874,0.0,0.0,0.0,0.0,0.0
10-23,2011-10-21,-4368.642500000002,0,B,medium,77.91,3.842,129.7821613,7.874,0.0,0.0,0.0,0.0,0.0
10-23,2011-10-28,-862.7255468750009,0,B,medium,72.79,3.843,129.7936774,7.874,0.0,0.0,0.0,0.0,0.0
10-23,2011-11-04,758.1365625000035,0,B,medium,68.57,3.828,129.8051935,7.874,0.0,0.0,0.0,0.0,0.0
10-23,2011-11-11,6890.02734375,0,B,medium,55.28,3.677,129.8167097,7.874,13444.17,14909.99,752.18,4320.22,5896.3
10-23,2011-11-18,3462.444531250003,0,B,medium,58.97,3.669,129.8268333,7.874,3886.23,708.7,115.18,695.54,9141.32
10-23,2011-11-25,27016.80796875,1,B,medium,60.68,3.76,129.8364,7.874,174.72,329.0,141630.61,79.0,1009.98
10-23,2011-12-02,8620.938593750005,0,B,medium,57.29,3.701,129.8459667,7.874,7772.17,240.0,4737.51,6615.5,36360.42
10-23,2011-12-09,31396.152656249993,0,B,medium,42.58,3.644,129.8555333,7.874,7010.08,74.24,1019.36,5124.86,9458.28
